,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500
0.01,0.0823697,0.0868313,0.0866787,0.0859928,0.0859682,0.0843247,0.0841846,0.0851818,0.0851764,0.0850227,0.0852637,0.0847137,0.0827226,0.0820358,0.081532,0.0825274,0.0815932,0.0803365,0.0821307,0.0823162,0.0822375
0.02,0.0824095,0.0829399,0.0822876,0.0826477,0.0804975,0.08022,0.0819762,0.0812407,0.0813638,0.0829728,0.0829337,0.0829476,0.0822024,0.0830877,0.0824913,0.0818439,0.0828373,0.0846283,0.0868551,0.0825986,0.0809769
0.03,0.0848313,0.0853743,0.0802399,0.0808401,0.0802151,0.0803406,0.0831762,0.0820056,0.0802939,0.0807318,0.0800081,0.0800161,0.0807719,0.0832863,0.0834215,0.0829131,0.0848917,0.0811969,0.0810669,0.0822367,0.0831821
0.04,0.0828066,0.0801729,0.0810328,0.0832042,0.0828137,0.0822108,0.0824678,0.0853893,0.0862688,0.090012,0.0867966,0.0871297,0.0830079,0.0821481,0.0847221,0.0836633,0.0820877,0.0827501,0.0830569,0.0823296,0.0818909
0.05,0.0830654,0.0817894,0.0815276,0.0841944,0.083811,0.0843971,0.08149,0.0840841,0.0826991,0.0838839,0.081405,0.0808689,0.0803519,0.0816432,0.0811563,0.0801044,0.0814036,0.0797904,0.0800967,0.0801955,0.0799359
0.06,0.0818087,0.081689,0.0820119,0.0835693,0.0838139,0.0890419,0.0867671,0.0852744,0.0848761,0.083396,0.084398,0.0836091,0.0823716,0.0820745,0.0834238,0.0811483,0.0822055,0.0807836,0.0798222,0.0831264,0.0831018
0.07,0.0846439,0.0841183,0.0841785,0.0865433,0.0888596,0.0898159,0.0892904,0.0877018,0.0863407,0.083417,0.0836234,0.0820343,0.0806987,0.0789899,0.0803726,0.0809564,0.0796566,0.0797495,0.0810013,0.0794494,0.0809369
0.08,0.0805766,0.0825063,0.084913,0.0860272,0.0847785,0.0829249,0.0824358,0.0876257,0.0810157,0.082164,0.0857598,0.0863578,0.0848909,0.0853515,0.0854788,0.0827773,0.0816053,0.0835137,0.086347,0.0880001,0.087044
0.09,0.0816295,0.0810573,0.0808042,0.0796192,0.0800459,0.0830322,0.082768,0.0826869,0.0841813,0.0831252,0.0833,0.0837519,0.0823156,0.0825628,0.0802513,0.0835116,0.0812589,0.0812257,0.0784693,0.0771742,0.0769513
0.1,0.0800238,0.0809642,0.0822188,0.0830201,0.0812281,0.0800025,0.079537,0.0776261,0.0796878,0.0802229,0.0810629,0.0794013,0.0796333,0.0786061,0.077833,0.0770467,0.0791897,0.0781436,0.0778597,0.0773827,0.0771886
