,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500
0.01,0.0925893,0.0977582,0.0931936,0.0920193,0.0921446,0.0949462,0.0944445,0.0972138,0.0889336,0.0888304,0.0890744,0.0886464,0.0877557,0.0898721,0.0910768,0.088305,0.0932469,0.0896389,0.0870964,0.0876052,0.0870176
0.02,0.09268,0.0896909,0.092429,0.0901828,0.0925532,0.0864824,0.0882856,0.0883746,0.0917258,0.0850208,0.0896815,0.0927436,0.0931697,0.0887801,0.086679,0.0875157,0.0900766,0.090482,0.0954967,0.0954786,0.0957901
0.03,0.0926156,0.0956768,0.0912544,0.0932227,0.0935093,0.0951883,0.0972083,0.0964463,0.0951023,0.095108,0.094741,0.093956,0.0963063,0.0929533,0.0916085,0.0953929,0.0937619,0.0985195,0.0914595,0.0896348,0.0897977
0.04,0.0933343,0.0973063,0.0943426,0.0946044,0.0961141,0.0927796,0.0954476,0.0884099,0.0894819,0.0881359,0.0905771,0.0934931,0.0947444,0.0924498,0.0888124,0.0871507,0.0870445,0.088939,0.0846648,0.084942,0.0853345
0.05,0.0924991,0.0941807,0.0946593,0.0887839,0.0875239,0.08455,0.0845843,0.0829065,0.0829848,0.0804754,0.0826531,0.0795667,0.0812549,0.0798543,0.080647,0.0803794,0.080128,0.0813816,0.0806151,0.0801523,0.0796128
0.06,0.0916098,0.0898151,0.0961396,0.089495,0.0862574,0.0888575,0.0886272,0.0890869,0.0917162,0.089006,0.0885992,0.090714,0.0910648,0.0895199,0.089312,0.0869514,0.0871436,0.0881572,0.0860164,0.0848931,0.0825658
0.07,0.0884546,0.0889154,0.0875334,0.0877655,0.0904722,0.0898919,0.0904553,0.0886544,0.089043,0.0901358,0.0862913,0.0842337,0.0831991,0.0823046,0.0809799,0.0821194,0.0802871,0.080323,0.0803506,0.0800918,0.0813725
0.08,0.0917392,0.0959774,0.0947211,0.0932915,0.0928423,0.0892311,0.0899076,0.0883597,0.0892389,0.0878248,0.0871412,0.0867285,0.0853854,0.0844692,0.0854444,0.0848927,0.0853492,0.0851663,0.0844478,0.0817613,0.0819589
0.09,0.0907304,0.0932508,0.0904671,0.0904686,0.0893123,0.0904316,0.0887316,0.0897258,0.0887796,0.0881326,0.0857789,0.0851767,0.0827463,0.083233,0.0844257,0.0825485,0.0834558,0.0839722,0.0832551,0.0855512,0.081151
0.1,0.0914564,0.0883276,0.0861527,0.0876427,0.0876951,0.0873588,0.0841162,0.08369,0.0842086,0.086855,0.0843428,0.0814584,0.0805324,0.0815619,0.0799133,0.0797627,0.0804562,0.0814491,0.0824137,0.0809322,0.0800701
