,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500
0.01,1.67759,1.68226,1.65837,1.65963,1.65783,1.66656,1.66742,1.66705,1.66927,1.67541,1.6721,1.67014,1.67377,1.67333,1.66604,1.66926,1.68314,1.67714,1.67717,1.67389,1.66557
0.02,1.64696,1.65757,1.67401,1.66924,1.68157,1.6725,1.68033,1.67238,1.67646,1.68466,1.68551,1.68212,1.68068,1.67611,1.67407,1.67962,1.68475,1.68186,1.68,1.6767,1.68608
0.03,1.64415,1.65303,1.674,1.68043,1.67176,1.68028,1.67796,1.67821,1.67519,1.6793,1.67148,1.68483,1.67936,1.68704,1.67592,1.67389,1.68139,1.67089,1.66826,1.67793,1.68743
0.04,1.64203,1.61778,1.64413,1.64734,1.64862,1.64283,1.64401,1.65013,1.65076,1.65298,1.64981,1.6452,1.65455,1.6438,1.64887,1.65869,1.64959,1.65574,1.65949,1.66005,1.6594
0.05,1.63748,1.65569,1.66548,1.66882,1.66599,1.6777,1.6737,1.68327,1.66594,1.66029,1.66875,1.67105,1.68249,1.68271,1.67405,1.68414,1.67633,1.67094,1.66997,1.66567,1.66984
0.06,1.66351,1.67033,1.66606,1.67641,1.67922,1.68274,1.68468,1.68237,1.67811,1.68352,1.67823,1.67723,1.67197,1.68284,1.6886,1.67737,1.68242,1.6826,1.6805,1.68312,1.68529
0.07,1.65372,1.64874,1.66807,1.68474,1.6882,1.69318,1.69111,1.698,1.69479,1.69679,1.6972,1.69117,1.68788,1.69606,1.69165,1.69359,1.69196,1.68774,1.68951,1.68454,1.692
0.08,1.65685,1.66207,1.66949,1.67501,1.68817,1.68001,1.67506,1.67803,1.68053,1.68825,1.68922,1.6762,1.6741,1.68429,1.68203,1.6894,1.68253,1.67819,1.67803,1.68942,1.68935
0.09,1.63476,1.64247,1.65163,1.65992,1.64932,1.64947,1.64655,1.65681,1.65646,1.65643,1.65435,1.66683,1.66431,1.67004,1.66473,1.67659,1.67044,1.67963,1.671,1.66603,1.66028
0.1,1.62338,1.63726,1.65479,1.64855,1.65981,1.66977,1.66366,1.66273,1.66524,1.66634,1.66453,1.66957,1.67223,1.67229,1.66915,1.67167,1.66538,1.66774,1.66502,1.66915,1.66784
