,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500
0.01,0.0845334,0.0887835,0.084985,0.0837496,0.0834781,0.0860043,0.0855995,0.0876437,0.0808093,0.0804674,0.080667,0.0803654,0.0797103,0.0814354,0.0821485,0.0799966,0.0838809,0.0810155,0.0788927,0.0794114,0.0789182
0.02,0.0841805,0.081597,0.0842419,0.0823931,0.0845804,0.0791766,0.0793381,0.0794294,0.0837084,0.0782285,0.0821819,0.084682,0.0848699,0.0809665,0.0792879,0.079832,0.0816051,0.0818421,0.086069,0.086495,0.0866367
0.03,0.0836075,0.0862429,0.0828742,0.0842232,0.0841695,0.0856383,0.0874169,0.0867428,0.085643,0.0858529,0.0853893,0.0849529,0.0863598,0.0838375,0.0826731,0.0861333,0.0847508,0.088649,0.0826315,0.0814093,0.0819162
0.04,0.0844043,0.0878473,0.0855055,0.0851112,0.0861221,0.0833702,0.0857393,0.0800231,0.0808851,0.0795462,0.0816312,0.084086,0.0850885,0.0833992,0.0801032,0.0786267,0.078608,0.0800396,0.0765803,0.076989,0.0774466
0.05,0.0836753,0.0851901,0.0855761,0.0807338,0.0796868,0.0781988,0.0779452,0.0764756,0.0769901,0.075079,0.0770893,0.0741057,0.0752758,0.0739328,0.0750946,0.0748905,0.0742535,0.0753526,0.0752039,0.0750214,0.0742199
0.06,0.0838122,0.0827347,0.0877564,0.0820692,0.0794288,0.0818786,0.0815808,0.0820079,0.0838814,0.0814443,0.0808565,0.0827267,0.0829051,0.0815046,0.0809847,0.079198,0.079574,0.0806287,0.078532,0.0778347,0.0756528
0.07,0.0809187,0.0816089,0.0802678,0.0806909,0.0828417,0.0821115,0.0823336,0.0806441,0.0809586,0.0817798,0.0784561,0.0768922,0.0759352,0.0751049,0.0746175,0.0754068,0.073665,0.073923,0.073655,0.0735355,0.0745814
0.08,0.0841739,0.0874069,0.0861265,0.0846567,0.0845789,0.0820107,0.0827447,0.0813089,0.0819449,0.0810483,0.0805119,0.0799796,0.0787056,0.0779641,0.0786362,0.0785412,0.0786571,0.0791322,0.0780188,0.0757048,0.0756621
0.09,0.083451,0.0851931,0.0845144,0.0832547,0.081551,0.082375,0.0812493,0.0820501,0.0814124,0.0811395,0.0785818,0.0779191,0.0763488,0.0770128,0.078017,0.0761093,0.0766024,0.0776443,0.0768017,0.0784737,0.0751148
0.1,0.0836666,0.0814963,0.0795661,0.0811874,0.0811446,0.0813011,0.0776926,0.0775218,0.0776109,0.0801234,0.0777124,0.0758305,0.0748586,0.0756252,0.0741917,0.0740401,0.074735,0.075585,0.0762766,0.0752531,0.0745169
