,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500
0.01,2.69714,2.72024,2.7199,2.7084,2.71816,2.70391,2.69061,2.69268,2.68466,2.68839,2.66995,2.68363,2.68797,2.69832,2.67517,2.67497,2.68445,2.68961,2.68479,2.68907,2.69788
0.02,2.6999,2.67592,2.67897,2.68004,2.67475,2.67445,2.6893,2.67839,2.69302,2.67407,2.68548,2.68405,2.68143,2.67787,2.66706,2.67947,2.68762,2.69234,2.68899,2.67522,2.67035
0.03,2.71761,2.67742,2.67911,2.67433,2.69565,2.65082,2.67499,2.66991,2.66322,2.64441,2.65065,2.65238,2.65164,2.64314,2.63785,2.63869,2.64308,2.6474,2.63988,2.64,2.63333
0.04,2.6853,2.68306,2.6949,2.71004,2.70176,2.68702,2.69492,2.70101,2.70575,2.66707,2.66405,2.67513,2.68114,2.6646,2.66096,2.67712,2.68156,2.69183,2.69284,2.70531,2.68142
0.05,2.68524,2.68746,2.69939,2.69801,2.68686,2.67812,2.66304,2.6566,2.66567,2.6707,2.65905,2.666,2.65724,2.67772,2.68462,2.6686,2.65321,2.65393,2.64792,2.65302,2.65942
0.06,2.68527,2.68539,2.67865,2.67509,2.67614,2.67723,2.67573,2.68029,2.67954,2.6844,2.6798,2.70966,2.7014,2.72471,2.72576,2.69622,2.7172,2.69812,2.66977,2.71302,2.70037
0.07,2.68848,2.66948,2.65729,2.67907,2.66229,2.687,2.70716,2.71455,2.70151,2.72913,2.72259,2.69926,2.71616,2.70482,2.72096,2.69509,2.68464,2.68343,2.67094,2.67333,2.69467
0.08,2.68762,2.68202,2.68703,2.67271,2.66399,2.66797,2.6609,2.65043,2.65851,2.67963,2.68532,2.67648,2.67057,2.67434,2.6905,2.66153,2.67245,2.66437,2.66545,2.66576,2.66832
0.09,2.69045,2.6934,2.69884,2.67982,2.70196,2.69291,2.70036,2.69701,2.69275,2.70629,2.72345,2.70716,2.72615,2.7179,2.72648,2.70378,2.70584,2.70208,2.72077,2.70823,2.69735
0.1,2.68044,2.68821,2.69543,2.68643,2.69674,2.68801,2.67901,2.69329,2.76138,2.73481,2.7226,2.71176,2.71844,2.72528,2.70357,2.6833,2.69013,2.68927,2.69185,2.69925,2.69751
