,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500
0.01,3.18251,3.19732,3.20543,3.23269,3.22455,3.23957,3.20213,3.1923,3.16436,3.16703,3.17349,3.19515,3.201,3.19562,3.24337,3.21469,3.21089,3.19524,3.20196,3.18007,3.19268
0.02,3.18894,3.17337,3.1894,3.21102,3.1959,3.19558,3.22289,3.22086,3.18456,3.20642,3.19768,3.21087,3.19174,3.17235,3.17679,3.15799,3.16306,3.1746,3.15487,3.15152,3.15287
0.03,3.22826,3.17584,3.18567,3.18981,3.17387,3.18341,3.20345,3.18171,3.181,3.17316,3.19085,3.19178,3.17635,3.20467,3.20781,3.19311,3.19143,3.1965,3.20555,3.18952,3.19375
0.04,3.1737,3.1914,3.17836,3.23723,3.18685,3.18471,3.18714,3.21373,3.19968,3.20026,3.18794,3.17509,3.16202,3.16055,3.16105,3.13491,3.1573,3.13513,3.13617,3.11026,3.12106
0.05,3.20124,3.1789,3.19997,3.17512,3.16026,3.16958,3.16742,3.17502,3.15576,3.16849,3.17451,3.16625,3.16524,3.17055,3.17048,3.13781,3.14195,3.1452,3.14565,3.15004,3.14732
0.06,3.21325,3.19048,3.20728,3.20882,3.19294,3.19896,3.20523,3.19234,3.18496,3.17796,3.15301,3.14976,3.16551,3.13453,3.12633,3.11753,3.10635,3.10533,3.11237,3.08374,3.09286
0.07,3.15994,3.19078,3.18446,3.17072,3.17546,3.17125,3.20786,3.1819,3.17571,3.18882,3.17444,3.17765,3.16234,3.1493,3.14423,3.13591,3.12116,3.1229,3.13622,3.12717,3.12119
0.08,3.19811,3.20351,3.22504,3.21713,3.18475,3.18029,3.1809,3.17515,3.18318,3.18787,3.17923,3.17185,3.17738,3.16881,3.1633,3.15295,3.15411,3.13693,3.14528,3.13802,3.15636
0.09,3.20184,3.23064,3.22043,3.22569,3.23069,3.23233,3.22748,3.21876,3.19871,3.17989,3.15682,3.18792,3.15425,3.14776,3.13121,3.11612,3.12672,3.12672,3.11347,3.1158,3.11348
0.1,3.17687,3.19273,3.19357,3.2047,3.18269,3.16686,3.17705,3.1782,3.16767,3.1545,3.17305,3.16563,3.14948,3.14581,3.14931,3.1477,3.1325,3.13135,3.12229,3.11918,3.10484
