EventNumber,mBB,dRBB,dPhiVBB,dPhiLBmin,Mtop,dYWH,pTV,pTB1,pTB2,mTW,MET
833583,175.0,2.45193624496,3.10076069832,0.755244910717,138211.703125,0.15002335608,239688.875,297.570526123,71.7483215332,174006.46875,42.2767524719
2056997,101.433837891,1.16152858734,3.01339221001,2.53319358826,302113.6875,1.65669631958,170605.3125,141.361251831,30.1385822296,149961.375,44.886554718
48554228,175.0,3.83180522919,3.04213547707,0.214911669493,157788.28125,0.693987131119,188961.625,281.155059814,103.843276978,98859.0625,38.4881591797
42411846,175.0,2.71435451508,3.09574770927,1.28121554852,156535.4375,0.82993042469,276713.71875,299.183166504,49.9503173828,114763.171875,86.0059204102
882702,134.232955933,1.58614695072,3.13699817657,2.29400467873,235138.890625,0.578801929951,217787.625,183.487228394,30.6291408539,43689.890625,92.3112106323
7434350,55.9426651001,0.57132589817,3.13583064079,2.84552836418,220923.578125,1.21602988243,165099.640625,119.525093079,48.1567611694,67347.9609375,26.6458282471
94191,119.369110107,1.20964288712,3.05119538307,2.51991534233,272827.125,0.829410195351,190340.765625,147.615463257,66.315574646,37384.6484375,113.586105347
667029,86.3820724487,1.06728446484,3.10859537125,2.11136436462,169788.59375,0.36718827486,153667.8125,126.381919861,34.4551086426,65011.8828125,71.0673446655
2236089,74.009765625,0.491255223751,3.10592770576,2.87042331696,501462.46875,3.58833503723,337284.59375,310.43536377,22.5793037415,38075.8046875,262.022369385
2017726,96.962638855,1.02059161663,2.84032869339,2.05032467842,201422.5625,1.36081075668,159768.953125,200.419158936,40.0781326294,4897.58691406,27.323972702
2604028,175.0,1.19311118126,3.11183023453,2.59738850594,535052.4375,0.537137806416,450000.0,350.0,71.9892501831,15794.8173828,320.0
2166373,154.92048645,1.91408133507,3.09747385979,1.33350920677,246054.3125,1.84864246845,164431.28125,156.737792969,37.4930686951,60699.3984375,133.539215088
47449,175.0,2.41928172112,3.11905050278,1.94585025311,199419.796875,1.05333459377,152767.828125,163.593292236,88.3165206909,58248.2578125,122.894424438
1912013,145.413879395,1.43404519558,3.12458181381,2.22457647324,306098.34375,1.62214493752,162064.0625,115.233390808,103.060424805,54731.484375,58.7880897522
486621,121.228279114,1.04914534092,3.13174343109,2.08626937866,280212.125,1.05347836018,353371.6875,333.115081787,36.6885604858,101433.679688,115.651947021
1620086,175.0,2.68809723854,3.1039249897,0.668617665768,252049.828125,1.05717408657,219982.453125,254.457962036,42.2136955261,39012.8398438,74.062828064
2634870,104.341682434,1.53325664997,3.05387973785,2.37957525253,176076.0,1.68479561806,169246.453125,165.034805298,28.6950569153,92910.1171875,116.208564758
695801,114.590354919,1.66163253784,3.13958573341,2.54043388367,161854.671875,0.766355991364,150012.4375,127.206367493,26.1317253113,47091.2148438,81.3696136475
632458,107.254356384,1.74315333366,3.04467082024,2.33575344086,163894.5625,0.724820673466,150324.953125,94.8984909058,32.2034187317,7031.92089844,81.0331726074
925269,175.0,2.85634684563,3.03521585464,3.04929995537,327298.0625,0.899759471416,212026.234375,107.610832214,93.0538864136,15758.4443359,147.990615845
1349109,175.0,2.16080784798,3.10023641586,2.37079334259,174028.046875,0.714820325375,153588.421875,122.111274719,27.0852508545,108029.304688,99.5393066406
819909,175.0,1.94830799103,3.11842346191,1.71813690662,180238.953125,0.263877213001,274259.0625,279.470977783,50.4870834351,78978.6328125,154.091339111
6082552,37.974407196,0.471540629864,3.13690757751,2.87486004829,187721.5,0.905584812164,162157.515625,137.543823242,24.6931152344,61346.3945312,47.3399963379
454744,139.398254395,1.78220140934,3.09501266479,1.89204645157,169573.109375,0.419097483158,169229.015625,141.472503662,46.2312736511,11678.1025391,121.131797791
2792581,57.8134117126,0.426134288311,3.01905226707,2.79065322876,234332.15625,1.17415559292,186579.859375,203.118713379,55.9522514343,8350.640625,81.8107910156
581227,175.0,2.41179537773,3.12212705612,1.97544145584,170864.59375,0.280844241381,152666.359375,193.270858765,83.3707809448,60752.953125,124.882804871
417263,175.0,3.24898338318,3.02945184708,1.25662231445,519577.03125,0.369949519634,164722.328125,350.0,180.0,24983.6132812,90.2996139526
5409018,175.0,3.22781848907,3.05355358124,0.434579908848,145017.265625,0.68660902977,152313.40625,129.117614746,91.87109375,215000.0,196.717834473
3201474,91.4326934814,0.926178216934,3.12580108643,2.57238745689,278551.1875,1.28498888016,178094.625,96.8727416992,95.9044189453,14323.5917969,102.238883972
204049,103.349441528,1.03404664993,3.06206774712,3.09723305702,259987.28125,0.263041496277,190924.21875,114.43913269,71.3030090332,25233.0292969,42.154209137
279216,123.692306519,0.822498440742,3.13264012337,2.54872703552,349483.8125,0.36747688055,248294.34375,182.366607666,57.770740509,36769.5898438,108.589347839
783057,112.208297729,1.36157250404,3.12407135963,2.9113714695,190584.4375,0.486428111792,171818.484375,142.29347229,35.3154373169,67171.375,8.83127498627
1058784,157.166595459,2.14764523506,3.14023017883,2.0359711647,167880.296875,0.304898351431,171857.765625,156.647979736,27.196269989,11124.8105469,130.942901611
38331560,175.0,3.66451764107,3.09335660934,1.60188877583,298322.5,1.04034602642,173462.828125,130.463989258,122.957725525,69711.6171875,145.451782227
2339426,99.2766571045,0.760472655296,3.13175678253,2.77034807205,266977.59375,0.664730787277,298931.71875,251.748336792,55.7124710083,62767.4570312,184.204788208
34795956,175.0,2.29689979553,3.04940748215,1.20017313957,144397.3125,0.580096662045,154424.1875,147.93208313,42.3032684326,35517.4414062,67.8362579346
316647,125.646621704,0.779581546783,3.11127543449,2.5218527317,375700.40625,0.832662343979,247725.75,161.679519653,130.644241333,74178.46875,134.282211304
2006133,68.225944519,0.77087533474,3.13433122635,2.31892609596,212717.21875,0.501211941242,181907.578125,134.869430542,50.5332756042,36682.5742188,132.969482422
947906,93.8523483276,0.73728209734,3.0520465374,2.59923243523,361344.75,1.27577126026,258661.171875,181.350982666,85.3847198486,58487.6992188,135.055053711
71626,175.0,1.27889454365,3.10545372963,3.06572651863,431023.5,0.996861577034,190076.609375,119.535209656,65.3429641724,215000.0,139.140792847
1244960,175.0,3.89961028099,3.14006924629,0.0996823310852,163212.28125,1.21238684654,179934.0,350.0,180.0,2285.56469727,150.829055786
47505856,175.0,2.94428110123,3.08338141441,0.197743177414,104921.828125,0.248943164945,172438.5625,212.581192017,50.1950531006,6072.17236328,61.7428894043
42110384,175.0,2.95064806938,3.10278987885,0.470048367977,175671.484375,0.339595586061,156606.84375,350.0,180.0,11798.1484375,53.9174575806
5742944,141.754821777,1.81033277512,3.02613663673,1.73812627792,161651.765625,2.13745880127,179989.953125,159.14515686,31.9954662323,26040.7851562,150.881759644
478041,130.903213501,1.06807661057,3.11891651154,3.06744194031,321784.46875,0.201297312975,246342.375,144.0753479,90.2406387329,19071.8242188,41.0210876465
1922508,175.0,3.11563420296,3.12631583214,2.5745549202,174940.046875,1.37247681618,207378.546875,141.919128418,21.4122200012,986.19744873,160.253768921
10056106,175.0,4.06544208527,3.0832400322,2.03024673462,174823.375,2.62580513954,163127.640625,138.05809021,42.1655502319,102556.117188,71.1789855957
1839063,175.0,2.80119848251,3.10459637642,0.672785878181,150830.0,0.928514063358,204823.609375,261.420837402,60.1286659241,75572.5703125,82.1950454712
3009569,175.0,2.32611465454,3.08334875107,0.613353133202,139395.0,0.309260398149,186901.6875,169.218856812,43.3798675537,70141.3671875,140.101470947
33133666,175.0,3.15897250175,2.9813709259,0.300999999046,137440.78125,0.727110981941,169283.1875,166.401641846,35.0778427124,51862.21875,58.3271636963
5726914,90.3639068604,0.656511843204,3.12347960472,2.80824661255,361640.5,0.624663829803,236202.46875,146.370361328,122.243507385,3743.81323242,155.208938599
331345,119.765213013,0.529563486576,3.12753224373,2.69176888466,490324.25,0.495577543974,450000.0,350.0,108.942977905,17708.1542969,97.0769729614
1299148,175.0,2.99612164497,3.07722187042,1.41362464428,262276.0,0.335260808468,174281.109375,225.411315918,180.0,29418.5996094,69.6809539795
22687289,112.63973999,1.67904174328,2.90910887718,1.26751101017,124740.859375,1.07169890404,161616.75,143.872116089,30.1509037018,129558.625,174.919754028
178579,175.0,2.02909231186,3.12868642807,2.82707452774,481570.40625,1.473965168,371067.15625,234.102096558,150.37197876,15929.7832031,256.898040771
9692229,175.0,1.98585236073,3.14155888557,3.0780673027,330607.1875,0.376751482487,215256.640625,113.093582153,88.9760284424,158500.515625,26.2278423309
26124996,116.460266113,1.39924049377,3.11382603645,1.88058185577,165548.4375,0.963332593441,229730.5,216.311981201,26.8763847351,15244.4755859,197.40322876
26608518,175.0,3.57501721382,3.1323261261,0.220015764236,148246.203125,0.54690349102,171443.671875,260.436462402,96.1897506714,11495.8613281,24.1263561249
759098,109.748268127,0.962020039558,3.14132857323,2.56465411186,280215.40625,0.957731723785,241473.921875,162.11479187,78.9772186279,15359.8427734,150.87298584
83957,134.577896118,0.728548586369,3.13161969185,2.23620867729,269030.375,0.149188503623,410721.6875,343.30255127,91.5515060425,214183.046875,320.0
2651904,155.48260498,1.87994301319,3.07567858696,2.58792734146,209758.859375,1.00543761253,167281.828125,150.802078247,32.6529388428,54820.265625,110.873817444
12413139,163.591918945,2.00586986542,2.91058802605,2.12233662605,185035.3125,1.90035605431,223667.9375,170.5599823,32.3942184448,42322.8203125,88.7941131592
3113082,79.6726837158,1.02272522449,3.12765479088,2.68321156502,193942.65625,1.74321818352,169794.734375,127.552017212,37.8097991943,67807.9296875,102.931976318
45256475,129.800064087,2.00220131874,2.88328003883,1.30180418491,126435.835938,1.86491727829,153405.46875,139.03326416,36.7089080811,10368.3945312,112.232017517
7197812,71.0554504395,0.796258270741,3.12524247169,2.72399282455,236727.78125,1.3790769577,188069.421875,136.236190796,52.4108924866,45084.390625,17.7779178619
505305,137.311737061,1.70737683773,3.05352926254,2.19476795197,207033.515625,0.293478339911,186711.53125,109.428146362,45.7935409546,29015.546875,158.074295044
618736,155.153869629,2.15091085434,3.11124897003,1.23391366005,157945.078125,0.35784471035,176959.421875,161.130310059,41.7017021179,9399.77441406,131.837905884
13688679,175.0,2.71359300613,3.12646961212,0.246272563934,139225.375,1.43148243427,211594.359375,254.574523926,49.5255393982,88441.4140625,118.658195496
844603,175.0,2.77947068214,3.12766718864,0.642173171043,171372.421875,0.612497925758,268154.4375,350.0,180.0,17183.1835938,95.5267410278
64650,116.507530212,0.828974545002,3.14083433151,2.56851816177,360100.09375,0.875024914742,267631.34375,171.32901001,108.710769653,44409.5234375,42.025718689
24112714,90.8589324951,1.15525007248,3.06861138344,2.16201257706,186008.109375,0.167597740889,164644.609375,136.5519104,44.0313224792,61901.453125,30.5215873718
15292,175.0,2.72592544556,3.10897040367,1.93645298481,154634.25,0.919524610043,154580.765625,190.622695923,67.8157653809,73623.375,121.153152466
5500485,145.07069397,1.32571065426,3.10034418106,1.5906842947,288268.71875,0.118822678924,177319.171875,113.330780029,112.883369446,75579.9765625,155.056121826
531931,124.051620483,1.32296729088,2.99892926216,2.16893529892,259881.484375,0.550269782543,171303.875,111.7239151,83.5983657837,75459.234375,23.7052021027
12635478,148.389785767,1.90823698044,3.12676715851,1.73417615891,163534.984375,2.00809836388,162322.9375,165.825088501,39.6146736145,18042.7792969,66.4460296631
891056,112.200111389,1.50171589851,3.08212685585,2.00718665123,190398.96875,0.0804637596011,184968.40625,118.572738647,30.3729763031,77532.5390625,164.03793335
952679,175.0,2.04637789726,3.13615369797,2.00460720062,699888.8125,1.65451741219,305879.40625,282.536071777,180.0,25083.6972656,2.33713889122
675408,175.0,2.40925002098,3.13120865822,0.624255955219,186215.078125,0.377300828695,151972.640625,210.375961304,110.149848938,84615.78125,105.83896637
155333,119.994857788,0.964258611202,3.11573147774,2.58810997009,333666.375,1.2123029232,167458.125,108.104019165,85.6777191162,173162.90625,50.0779533386
31151354,130.886642456,3.25118565559,2.8161854744,0.510719120502,166266.890625,0.937135994434,154800.203125,128.459655762,21.2586135864,21337.1835938,34.6572914124
262539,110.212219238,1.22582602501,2.98456025124,2.84892892838,246261.5,0.263005137444,155807.671875,87.9612045288,77.9217300415,18109.4042969,64.4617767334
33839832,175.0,2.98207998276,3.14111328125,0.24144411087,141860.640625,0.267877608538,182017.390625,204.229705811,61.2125854492,58898.234375,122.380447388
2630334,175.0,3.59550619125,3.09106898308,0.628831446171,226024.109375,0.287405014038,210575.65625,244.007705688,46.2515907288,163379.3125,41.4483528137
5328182,103.118919373,0.470230340958,3.12949466705,2.80538153648,494800.03125,0.27989962697,440496.65625,317.565582275,126.447502136,215000.0,38.7718887329
484944,138.938598633,0.881863355637,3.11172270775,2.10506129265,375645.75,0.027478415519,292038.1875,200.424606323,120.246269226,64486.9023438,244.677902222
628581,133.151702881,2.11217904091,3.06713581085,1.26808071136,130614.539062,1.23877978325,156555.4375,155.335113525,32.8018875122,6672.63720703,89.6505889893
1439943,175.0,2.82698202133,3.10936880112,1.02177810669,137337.15625,0.840037286282,194048.53125,261.594207764,80.3557891846,82419.546875,68.455116272
1010953,126.128631592,0.87641698122,3.13687062263,3.04142785072,410439.65625,0.0526024885476,220864.78125,136.019317627,113.389549255,215000.0,44.0585174561
1827963,121.302864075,1.4351849556,3.10380864143,1.69972968102,177405.90625,0.135315224528,236269.59375,213.303756714,34.4840660095,54569.3085938,106.34462738
1396550,175.0,2.34147071838,3.03532600403,1.75326490402,361993.28125,0.827140986919,277543.375,263.291473389,36.4268760681,75761.5703125,62.0976219177
3926761,54.2923660278,0.646946072578,3.13953828812,2.7547352314,190990.015625,0.194156363606,180646.5625,121.998939514,34.7983970642,133250.109375,51.6423606873
2498670,175.0,3.35284972191,3.11596560478,0.0736009478569,118879.601562,0.116632290184,237236.765625,256.080963135,23.2660865784,101270.929688,32.5040359497
5588475,96.8857116699,0.904588282108,3.12959647179,2.49272251129,321503.65625,1.71475887299,273400.8125,214.912475586,45.59790802,5953.79931641,103.229408264
335394,127.485328674,1.49230659008,3.08640289307,1.52162408829,222588.8125,1.1887793541,151323.140625,129.586395264,62.8605003357,79693.25,105.510597229
5542167,65.7897567749,0.636864840984,3.10575532913,2.72435331345,299235.46875,2.34413456917,181708.375,138.386611938,70.0359573364,5107.52685547,98.6288223267
2025729,175.0,2.89782047272,3.13750386238,1.62758421898,345898.90625,0.000393046590034,158453.328125,184.068847656,104.10774231,160204.765625,33.437702179
718561,175.0,2.85284471512,3.13488006592,0.572554409504,158736.390625,0.832161128521,165680.734375,292.697784424,147.702163696,15096.4394531,118.168319702
978564,175.0,3.04742050171,3.07657575607,2.65473031998,202447.78125,1.74236261845,294759.6875,271.957946777,28.0873527527,89015.140625,127.460800171
4884769,110.875137329,1.66960823536,3.06600141525,2.16550779343,148997.046875,0.809040546417,154993.90625,144.897384644,32.5843238831,73960.5234375,70.8878173828
32715772,175.0,3.96675395966,3.09566640854,0.500642240047,119779.578125,1.07605457306,174180.5625,245.303604126,93.1129455566,32097.1542969,112.961326599
23099060,175.0,2.47854065895,3.11613106728,1.02800226212,148283.25,0.0577660687268,311789.03125,290.008209229,43.6948509216,27903.9257812,104.792251587
6940542,175.0,1.98070752621,3.14125275612,0.308945536613,144043.015625,0.57553935051,275209.78125,292.363616943,35.6991767883,215000.0,320.0
62838,175.0,2.67936253548,3.01021385193,0.8809902668,158482.78125,0.326370179653,175497.4375,189.175186157,55.7421150208,41651.8203125,15.0731258392
705812,117.256072998,1.36608803272,3.12514710426,2.42273736,214784.046875,0.145662248135,174617.625,121.450164795,48.4286003113,71883.5625,134.646240234
253719,127.661590576,1.19600653648,3.13589119911,2.60532331467,243976.0625,0.687892079353,195455.015625,152.52255249,58.5813446045,74025.4453125,80.0149078369
33872973,175.0,2.70897483826,3.12715172768,0.187443614006,146576.8125,1.27630245686,180352.890625,271.89251709,110.947975159,39391.0351562,155.107620239
748111,131.299224854,0.755741238594,3.13474678993,3.03914237022,456350.53125,0.510328054428,318460.78125,190.156097412,127.817054749,17132.0351562,70.4793624878
3536267,175.0,3.14338803291,3.01280355453,0.333743393421,104226.132812,2.32205581665,155474.453125,211.897140503,45.7325248718,6077.90039062,121.1925354
48538119,175.0,3.35149526596,2.97826647758,0.187544286251,168042.53125,0.0521591044962,155003.453125,211.485198975,88.0251617432,62630.0273438,7.53736591339
992116,83.4650192261,1.15367853642,3.08919000626,2.41920661926,160992.515625,0.864767849445,152758.15625,141.376083374,33.3484344482,59404.859375,48.634853363
7054632,54.8964958191,0.645228147507,3.10698080063,2.67651748657,171105.53125,0.541489720345,176251.0,147.529205322,29.8273105621,29813.0,43.4603538513
493098,175.0,3.77077960968,3.13769817352,1.5513484478,139379.921875,1.67312264442,161133.5,160.147903442,29.8771209717,26313.8378906,33.8837852478
956005,175.0,2.01728630066,3.11683893204,1.88526177406,216245.234375,0.862929105759,161609.3125,174.003067017,98.0594558716,37047.6640625,69.3047332764
17534638,175.0,2.57460093498,3.14066958427,0.99542760849,189368.03125,0.963846862316,273021.65625,316.232055664,85.7394561768,61339.4882812,74.9097213745
45575,118.565895081,0.778708994389,3.0732626915,2.33254599571,331178.875,0.287191271782,290302.0625,239.100845337,53.526676178,73745.453125,269.605987549
2535641,149.120666504,2.16752958298,3.00849604607,2.03601169586,179457.328125,0.510685384274,176367.109375,196.966262817,22.0145511627,85398.0859375,121.948577881
39033935,172.306213379,1.66316962242,3.12174606323,2.30554676056,202214.15625,0.369980812073,243647.4375,225.011550903,41.6521492004,76582.2265625,110.198928833
6042973,62.2789001465,0.992857575417,2.97788715363,2.98872089386,239322.90625,2.56443715096,154276.90625,121.346633911,24.2335910797,31871.3964844,97.2170410156
2751776,175.0,2.33480453491,3.07669639587,1.74315261841,493556.3125,2.3507912159,169590.390625,207.657531738,177.761642456,62236.8945312,88.990776062
3944364,59.2647628784,0.745786547661,3.12120723724,2.54972624779,186968.296875,0.0048963711597,192113.59375,160.07723999,34.0115966797,11138.6923828,94.7506103516
2078160,47.5834693909,0.647583127022,3.06107807159,2.55104851723,194527.65625,0.870945394039,164517.0,137.506072998,30.8797073364,109997.242188,104.978607178
13776353,175.0,2.68451452255,3.03255677223,0.639412045479,145055.59375,0.707414090633,231504.171875,297.835083008,83.9754867554,15797.0117188,175.261154175
2297262,39.9443740845,0.566276609898,3.10672593117,2.78678941727,161772.6875,0.034359421581,155364.28125,126.322463989,25.4463577271,109426.507812,21.0437908173
8396609,104.976593018,0.98244446516,3.12505626678,2.97364854813,199756.3125,0.133377447724,291105.09375,262.276947021,24.4162349701,53050.2460938,136.88092041
13206163,175.0,2.70811796188,3.14044332504,0.686064004898,172383.125,2.04329657555,363870.59375,350.0,58.0945358276,49028.3203125,246.086410522
6660485,110.751159668,1.59836757183,3.10468196869,1.84967386723,142205.890625,0.671914219856,190271.203125,188.931594849,27.109998703,54661.609375,58.0387077332
50518,55.2587432861,0.749950408936,3.12140321732,2.0886797905,168604.03125,0.784442842007,159626.171875,134.878601074,30.7985458374,83228.7109375,127.686836243
750126,175.0,2.35153269768,3.08839082718,1.21812450886,222797.625,0.869026303291,151601.59375,216.973922729,116.98085022,84872.53125,14.6297950745
672628,106.133125305,0.547400593758,3.13522815704,2.81178760529,767923.125,2.2348074913,372170.71875,245.060638428,137.699020386,107910.039062,71.4133834839
224655,47.1181564331,0.557339727879,3.10276532173,2.79421138763,198558.75,0.0111613953486,153667.96875,96.7171325684,46.3810501099,40706.8320312,61.8546485901
393137,123.08216095,1.50574719906,2.96570897102,2.33568549156,182901.0625,0.764786362648,190746.59375,181.486694336,32.0752105713,53538.9726562,149.385223389
3605891,102.704376221,1.40495622158,3.1235678196,2.0628426075,163875.984375,0.261005371809,270935.25,263.934570312,20.0946521759,74690.0546875,65.8037796021
12868742,175.0,2.63798356056,3.13616871834,0.590384781361,142082.328125,1.59125339985,172186.84375,201.476318359,46.3944587708,215000.0,248.835479736
2875557,175.0,3.97361826897,3.14068484306,0.732216477394,493375.5,3.28224515915,213313.03125,242.838745117,40.8706054688,2975.01733398,187.612548828
4182541,62.3896484375,0.788188874722,3.12099790573,2.93322777748,194490.125,0.737556040287,166173.46875,121.622894287,25.7622280121,44832.8398438,19.4629077911
2374447,175.0,3.72310829163,3.12747216225,2.96802306175,305433.40625,0.878789126873,322992.59375,295.97744751,23.198720932,11478.53125,88.0275192261
726386,73.8000106812,0.962123334408,3.13076686859,2.66392946243,194647.296875,1.42015898228,176550.5625,162.283752441,27.5995063782,76239.078125,85.6599349976
6302992,156.125091553,1.98778808117,3.11430215836,1.35865056515,352378.71875,2.56855511665,172872.984375,186.964187622,38.0755157471,36965.7109375,41.0720443726
6523025,103.515434265,1.1847769022,3.06532788277,2.1376054287,261168.984375,1.31550192833,162504.0,140.615753174,47.2750930786,65799.2734375,18.3959770203
1234169,58.8069076538,0.472901344299,3.01214551926,2.44503474236,216343.875,0.199166372418,212126.203125,204.304656982,31.7506256104,35613.3789062,101.46736908
482955,175.0,0.943581879139,3.14097070694,2.61618590355,727264.5625,1.27804660797,448353.96875,288.827362061,180.0,14002.5400391,237.679733276
680533,175.0,2.31153726578,3.12420678139,2.29760074615,154076.515625,0.761861741543,161197.953125,143.665283203,22.4874801636,61537.6992188,99.244430542
477955,175.0,2.85219788551,3.133695364,1.37980782986,171581.09375,1.29972481728,162445.703125,310.847106934,171.753204346,56284.3242188,137.982833862
26181095,175.0,3.23212981224,3.12725615501,0.190409630537,135443.953125,0.727759361267,263340.09375,350.0,87.3648376465,71012.15625,228.571243286
5243377,51.2809066772,0.644776701927,3.08119797707,2.87078428268,192507.25,1.23768305779,178940.9375,143.586502075,30.5504608154,21634.3710938,94.7481155396
2550199,175.0,2.16615915298,3.14008688927,1.48572123051,176752.046875,0.0483448542655,163418.5625,181.009506226,75.5587387085,14622.421875,57.5742378235
32804862,85.9851226807,1.00302815437,3.1397755146,2.60623073578,204104.25,0.816575884819,165542.75,130.396148682,51.3328323364,69598.828125,58.9212379456
3018307,53.8630180359,0.633593797684,3.0077188015,2.44805288315,170281.609375,1.72469055653,172656.234375,179.766738892,29.9931774139,7845.34814453,147.155395508
264756,175.0,3.23136091232,3.10904431343,0.0962537825108,133783.859375,0.533417701721,151190.640625,221.89491272,68.044342041,83508.8828125,80.0350189209
3613324,175.0,2.01912283897,3.12263202667,1.69943332672,181610.828125,1.98973679543,199248.546875,189.741348267,33.0175209045,74025.2734375,102.949485779
3274931,110.42150116,0.819478332996,2.97876358032,2.95128440857,337254.5625,0.751578211784,247542.578125,151.193008423,92.0170440674,27403.84375,97.9266815186
186972,175.0,1.94346046448,3.07500863075,1.91368579865,179819.09375,0.0951530635357,155388.546875,161.81652832,41.4875297546,107073.0625,29.3216323853
1188349,167.266677856,2.19594860077,3.06278753281,2.28431677818,227324.125,0.649037539959,156633.875,137.118377686,33.0475502014,63687.3242188,111.063980103
2053327,175.0,2.44827985764,3.06390666962,1.19717097282,202880.546875,1.03693020344,166526.421875,215.749526978,58.5701293945,158281.953125,42.4275512695
4998844,171.039260864,2.08476400375,2.95903682709,1.63101303577,193599.546875,1.25555932522,162696.265625,83.3585739136,63.3279571533,54672.7734375,76.5369949341
417606,141.842208862,2.88709950447,3.09264850616,0.268876314163,114938.070312,0.487826019526,159431.171875,185.06338501,21.6900291443,7834.45605469,78.0357589722
34052536,175.0,2.38428092003,3.13540840149,0.996681272984,175664.734375,0.742240726948,150525.796875,157.314559937,99.8665924072,215000.0,136.911956787
464625,111.077552795,0.96045678854,3.12719416618,2.66182875633,370473.78125,1.580057621,228350.0625,162.932296753,72.4491729736,66947.1328125,163.18421936
804515,137.034103394,1.21401286125,3.12155723572,1.74260377884,292207.1875,1.30452227592,280116.3125,224.539672852,55.2213592529,69640.625,235.43170166
29348027,175.0,3.0051176548,3.10895204544,0.48336482048,148151.703125,1.79377448559,289600.09375,350.0,50.782333374,215000.0,107.902420044
3867805,175.0,3.30312585831,2.85103774071,1.09031391144,137059.03125,0.0547945164144,188919.578125,237.29548645,51.572467804,70071.203125,131.530975342
4477907,56.2161865234,0.494314938784,3.12535881996,2.82124209404,230759.640625,0.140254706144,169796.3125,116.641448975,63.6069908142,19651.5878906,124.107025146
266385,111.346496582,1.17589092255,3.10749983788,3.01506662369,253671.0625,0.573259592056,167465.515625,92.8054580688,80.949836731,3206.24023438,96.0246887207
47672048,102.346221924,1.3046810627,2.93569755554,1.1436868906,156650.6875,0.578663110733,210421.171875,150.82409668,40.022819519,151330.75,146.431045532
1134841,175.0,2.27856063843,3.09629511833,1.7654736042,399108.9375,0.897266685963,287988.28125,256.601165771,86.4305496216,29939.7363281,125.730995178
1486046,175.0,3.14910793304,3.12060308456,0.309281826019,181795.765625,0.481810301542,190113.671875,290.774383545,98.0941772461,22017.3886719,148.361907959
36539483,175.0,2.57487940788,3.13073968887,0.600001096725,159077.546875,0.880502343178,411402.5625,350.0,80.8808746338,47062.8867188,225.704467773
28367558,81.057258606,1.0738222599,3.11607265472,2.55116605759,152317.609375,0.658428966999,155735.015625,137.967712402,23.1776866913,42760.7382812,36.9428482056
2885063,175.0,2.96435523033,3.13446736336,0.364841759205,91292.1484375,0.571448683739,278780.28125,316.216430664,30.0066566467,36626.4257812,132.940994263
105921,175.0,2.51665663719,3.07329797745,0.963182866573,147865.6875,0.618730843067,281071.8125,350.0,75.9558792114,25023.25,238.973953247
425276,154.495223999,2.75100398064,3.10329794884,1.64651799202,117396.757812,0.528474271297,154684.859375,181.002044678,28.93176651,75802.4765625,144.590194702
643307,175.0,1.89321255684,3.10173034668,2.47624826431,345165.09375,0.193826124072,318939.0,279.671569824,51.9032897949,215000.0,41.9615020752
7432429,61.2583618164,0.553423464298,3.09078764915,2.66191911697,302502.125,0.292388826609,206042.390625,113.370285034,97.6842956543,36406.765625,82.2154464722
4901152,175.0,2.95466470718,3.13624835014,1.47492706776,240406.421875,0.0548737049103,248474.65625,233.750595093,37.1567611694,68797.7109375,218.751754761
34406,125.575881958,1.44576334953,3.13898873329,1.82328295708,163274.9375,0.325593084097,338418.4375,326.081817627,21.0296363831,5253.85058594,292.558197021
97733,99.4262542725,0.555890440941,3.13091421127,2.84490895271,383347.375,0.145473942161,307937.34375,227.192901611,89.9118881226,59720.25,178.599151611
223118,91.4145736694,0.826793074608,3.13171339035,2.71126723289,308261.1875,0.185200884938,216535.21875,121.801795959,89.3804702759,64722.7734375,97.1317977905
357766,175.0,2.78595209122,3.08831071854,0.75530397892,167916.25,0.444148480892,170181.375,315.761810303,161.922836304,20911.1933594,81.0691146851
3333722,97.6908569336,1.14668142796,3.11226630211,2.47445392609,216721.609375,1.22717893124,157122.515625,100.805152893,57.2926979065,77763.859375,102.859642029
966858,109.987350464,1.04116046429,2.98705792427,2.59567856789,302980.59375,0.682015299797,191377.734375,142.596008301,66.3980484009,76102.34375,105.277160645
818171,101.533988953,0.909587085247,3.13244843483,2.50650811195,247167.78125,0.49798938632,225558.609375,179.458099365,63.4638519287,11696.4814453,54.336971283
45751681,153.370346069,1.66316974163,2.72839975357,2.16201925278,230193.25,2.22868347168,186299.34375,131.311569214,69.3831787109,58371.171875,129.6040802
4398794,130.554962158,1.60267949104,2.94078445435,3.05444478989,285490.4375,1.38364005089,157744.53125,104.851509094,30.1644382477,61244.8984375,37.6038513184
136013,132.913116455,1.4238935709,3.12592506409,2.43268537521,245764.671875,1.49781489372,173475.546875,123.212242126,65.7157745361,29581.5527344,147.730270386
110508,88.6486587524,0.862739801407,3.05375409126,2.36792182922,249887.234375,0.205543234944,185442.65625,129.982009888,71.4750061035,74418.375,121.308074951
4903499,158.215682983,2.40592288971,3.1015894413,1.14538490772,115877.078125,0.188395932317,178493.8125,191.045059204,30.1907253265,40959.1367188,63.8673820496
3641407,52.2202301025,0.451341122389,3.13332605362,2.2872068882,207557.625,0.741981625557,199574.71875,169.632629395,41.8683166504,73059.8203125,156.912231445
