,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_base_estimator__max_depth,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
61,137.998598933,1.2943290472,1.12979733397,54.7796495998,2,660,"{'n_estimators': 660, 'base_estimator__max_depth': 2}",194,1.09818922783,56.1439525692,1.16140544012,53.4153466304,1.34622895718,0.100787997246,0.0316081061419,1.36430296937
62,139.502672553,1.23369789124,1.12391115748,54.789033094,2,670,"{'n_estimators': 670, 'base_estimator__max_depth': 2}",214,1.08770556145,56.1121374233,1.16011675352,53.4659287647,3.62059557438,0.00134301185608,0.0362055960369,1.32310432931
63,146.398132443,1.25516808033,1.12249500638,54.8437666707,2,680,"{'n_estimators': 680, 'base_estimator__max_depth': 2}",222,1.08853232721,56.1923628927,1.15645768555,53.4951704487,6.53232061863,0.0187789201736,0.0339626791705,1.34859622203
64,141.383429885,1.31091952324,1.12559398854,54.7554052761,2,690,"{'n_estimators': 690, 'base_estimator__max_depth': 2}",206,1.08866842862,56.0432864033,1.16251954845,53.4675241489,1.36867296696,0.091052532196,0.0369255599141,1.28788112717
65,15.5532690287,0.262191057205,1.1229304423,53.1586665581,3,50,"{'n_estimators': 50, 'base_estimator__max_depth': 3}",218,1.10282220874,53.8327716339,1.14303867586,52.4845614823,0.681260943413,0.0201890468597,0.0201082335596,0.674105075807
66,17.1422079802,0.26837849617,1.12689815972,53.2904746878,3,60,"{'n_estimators': 60, 'base_estimator__max_depth': 3}",198,1.10054622362,54.1226401136,1.15325009581,52.4583092619,0.552822947502,0.000675439834595,0.0263519360947,0.832165425841
67,22.5726889372,0.321488142014,1.12190869894,53.953398236,3,70,"{'n_estimators': 70, 'base_estimator__max_depth': 3}",224,1.09720332094,54.4312595538,1.14661407693,53.4755369181,0.961024880409,0.0190939903259,0.0247053779932,0.477861317842
68,25.5930346251,0.351209998131,1.13202591762,53.8696237406,3,80,"{'n_estimators': 80, 'base_estimator__max_depth': 3}",188,1.10817317562,54.8401105082,1.15587865963,52.8991369731,0.254567503929,0.00346505641937,0.0238527420053,0.970486767505
69,27.4170309305,0.483822107315,1.1342040148,54.0159755194,3,90,"{'n_estimators': 90, 'base_estimator__max_depth': 3}",186,1.10463648966,54.912406289,1.16377153995,53.1195447498,0.351380944252,0.0856029987335,0.0295675251479,0.896430769588
70,28.7664830685,0.405464410782,1.14334058716,54.1923901698,3,100,"{'n_estimators': 100, 'base_estimator__max_depth': 3}",166,1.11413536213,55.1866473885,1.1725458122,53.1981329511,0.193475008011,0.0319635868073,0.0292052250323,0.994257218712
71,32.702842474,0.421259999275,1.1428451168,54.2827218214,3,110,"{'n_estimators': 110, 'base_estimator__max_depth': 3}",168,1.11621039811,55.3951253257,1.16947983549,53.1703183172,1.62295436859,0.0138810873032,0.0266347186931,1.1124035042
72,38.0945429802,0.474967002869,1.14745667361,54.1732018927,3,120,"{'n_estimators': 120, 'base_estimator__max_depth': 3}",158,1.11925144415,55.2485640668,1.17566190306,53.0978397186,0.0438189506531,0.0504219532013,0.0282052294513,1.07536217413
73,39.7620304823,0.570230960846,1.14947962105,54.3661328113,3,130,"{'n_estimators': 130, 'base_estimator__max_depth': 3}",153,1.11458288996,55.286527201,1.18437635214,53.4457384216,1.44560039043,0.0759780406952,0.0348967310927,0.920394389686
74,42.1442635059,0.578655004501,1.15627314557,54.9986893246,3,140,"{'n_estimators': 140, 'base_estimator__max_depth': 3}",133,1.13098440434,55.595046467,1.18156188679,54.4023321823,2.34734153748,0.129184961319,0.0252887412268,0.596357142344
75,43.2340070009,0.499568581581,1.15356879967,55.232544185,3,150,"{'n_estimators': 150, 'base_estimator__max_depth': 3}",146,1.11587095962,55.7033221164,1.19126663972,54.7617662535,0.467435002327,0.0100826025009,0.0376978400526,0.470777931465
76,48.5226950645,0.543960928917,1.15397713902,55.2930279611,3,160,"{'n_estimators': 160, 'base_estimator__max_depth': 3}",144,1.11837568985,55.8583785153,1.1895785882,54.7276774068,2.32265496254,0.00657188892365,0.035601449175,0.56535055427
77,51.9479213953,0.545311450958,1.15200500569,55.3020451166,3,170,"{'n_estimators': 170, 'base_estimator__max_depth': 3}",150,1.11624180403,55.8961908894,1.18776820735,54.7078993439,1.03191745281,0.0199525356293,0.0357632016593,0.594145772771
78,55.5070539713,0.551179170609,1.15224541314,55.4058194401,3,180,"{'n_estimators': 180, 'base_estimator__max_depth': 3}",149,1.11370599119,55.8891221751,1.19078483509,54.9225167051,1.05896103382,0.0157849788666,0.0385394219518,0.483302734988
79,59.3097521067,0.683899998665,1.1558459589,55.4677047686,3,190,"{'n_estimators': 190, 'base_estimator__max_depth': 3}",135,1.12545127045,55.9152842928,1.18624064735,55.0201252444,3.37944996357,0.10292994976,0.0303946884462,0.447579524198
80,63.5764775276,0.840849876404,1.1561206786,55.4282405785,3,200,"{'n_estimators': 200, 'base_estimator__max_depth': 3}",134,1.12808343003,55.9646952743,1.18415792717,54.8917858828,1.76794242859,0.0561399459839,0.0280372485686,0.536454695775
81,63.0515509844,0.853955507278,1.15890491463,55.6150112363,3,210,"{'n_estimators': 210, 'base_estimator__max_depth': 3}",126,1.12955622517,56.1637071414,1.18825360408,55.0663153312,0.00896799564362,0.105320453644,0.0293486894553,0.548695905147
82,64.6254094839,0.686444997787,1.15845455812,55.562849607,3,220,"{'n_estimators': 220, 'base_estimator__max_depth': 3}",128,1.1249326341,56.0410607819,1.19197648215,55.0846384322,1.32710945606,0.0372741222382,0.0335219240205,0.478211174827
83,69.8565853834,0.677201151848,1.15928927813,55.6343079583,3,230,"{'n_estimators': 230, 'base_estimator__max_depth': 3}",119,1.12535977692,55.9158680875,1.19321877935,55.352747829,2.58549845219,0.0329509973526,0.0339295012163,0.281560129232
84,70.7641960382,0.70788192749,1.1605804483,55.6655898368,3,240,"{'n_estimators': 240, 'base_estimator__max_depth': 3}",117,1.12920106311,56.0703929122,1.1919598335,55.2607867615,2.48639595509,0.0156199932098,0.0313793851964,0.404803075313
85,74.2197749615,0.872838973999,1.15926213674,55.699769584,3,250,"{'n_estimators': 250, 'base_estimator__max_depth': 3}",120,1.12613041406,56.1189692092,1.19239385942,55.2805699589,0.347091913223,0.170872926712,0.0331317226763,0.419199625191
86,77.7592065334,0.719614982605,1.1551822585,55.7272508571,3,260,"{'n_estimators': 260, 'base_estimator__max_depth': 3}",139,1.11786155077,56.0323859759,1.19250296622,55.4221157384,5.15141248703,0.00976991653442,0.037320707729,0.305135118765
87,78.1118119955,0.741643071175,1.16432410933,55.7757164322,3,270,"{'n_estimators': 270, 'base_estimator__max_depth': 3}",96,1.13094966587,56.2329489095,1.19769855279,55.3184839548,0.378174901009,0.0139089822769,0.0333744434554,0.457232477361
88,88.1267549992,0.908831477165,1.16788714843,55.7548353099,3,280,"{'n_estimators': 280, 'base_estimator__max_depth': 3}",72,1.13886146418,56.1668428403,1.19691283267,55.3428277796,1.00388598442,0.131894469261,0.0290256842437,0.412007530314
89,85.9545094967,0.938452363014,1.15904330156,55.9014130512,3,290,"{'n_estimators': 290, 'base_estimator__max_depth': 3}",122,1.12820296775,56.2650391789,1.18988363538,55.5377869234,4.12347149849,0.0420535802841,0.030840333813,0.363626127747
90,91.080671072,1.02885651588,1.16539486193,55.8965530093,3,300,"{'n_estimators': 300, 'base_estimator__max_depth': 3}",88,1.13525341788,56.5027857397,1.19553630599,55.2903202789,0.443660020828,0.203434467316,0.0301414440578,0.606232730396
91,92.1265295744,1.00561547279,1.16627868534,55.8753220265,3,310,"{'n_estimators': 310, 'base_estimator__max_depth': 3}",82,1.13865647126,56.4503464569,1.19390089941,55.300297596,0.147962450981,0.177834510803,0.0276222140729,0.57502443045
92,102.046884537,0.949795484543,1.16836256515,55.9691625281,3,320,"{'n_estimators': 320, 'base_estimator__max_depth': 3}",68,1.14088244331,56.4761149029,1.19584268699,55.4622101534,0.625884532928,0.0494084358215,0.0274801218421,0.506952374759
93,103.644880533,0.947815537453,1.16517012883,55.9236572641,3,330,"{'n_estimators': 330, 'base_estimator__max_depth': 3}",89,1.13943491808,56.4553332702,1.19090533959,55.3919812579,0.178750514984,0.108546614647,0.0257352107563,0.53167600613
