,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_base_estimator__max_depth,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,4.02572751045,0.145822048187,0.543713038901,24.3899936484,2,100,"{'n_estimators': 100, 'base_estimator__max_depth': 2}",91,0.544938759523,24.4772511597,0.542487255006,24.3027361371,0.0554294586182,0.0132200717926,0.00122575225778,0.0872575113109
1,4.38282692432,0.145101070404,0.543568772197,24.4149680935,2,110,"{'n_estimators': 110, 'base_estimator__max_depth': 2}",93,0.545369199682,24.4836566775,0.541768251773,24.3462795095,0.0096720457077,0.000763893127441,0.00180047395381,0.0686885839934
2,4.78733062744,0.154520392418,0.544025863347,24.4256928792,2,120,"{'n_estimators': 120, 'base_estimator__max_depth': 2}",86,0.545239434266,24.5110613221,0.542812229783,24.3403244364,0.0201644897461,0.000486493110657,0.00121360224085,0.085368442867
3,5.18375754356,0.163999557495,0.544486936004,24.436085696,2,130,"{'n_estimators': 130, 'base_estimator__max_depth': 2}",73,0.545921334786,24.527417636,0.543052463178,24.344753756,0.0191295146942,0.00174355506897,0.00143443580368,0.0913319400119
4,5.61081898212,0.174149990082,0.544533877145,24.4441736157,2,140,"{'n_estimators': 140, 'base_estimator__max_depth': 2}",72,0.545812886287,24.5420870722,0.543254801979,24.3462601592,0.0345679521561,0.00197196006775,0.00127904215373,0.0979134564613
5,5.99561750889,0.183273077011,0.543807840159,24.4614386889,2,150,"{'n_estimators': 150, 'base_estimator__max_depth': 2}",89,0.544775672199,24.5193626702,0.542839958159,24.4035147076,0.0384944677353,0.00198006629944,0.000967857019497,0.057923981304
6,6.40009534359,0.193806529045,0.543613971232,24.5752417902,2,160,"{'n_estimators': 160, 'base_estimator__max_depth': 2}",92,0.54478644629,24.5378045236,0.542441435651,24.6126790569,0.0419415235519,0.000270485877991,0.00117250531912,0.0374372666568
7,6.81707143784,0.203016519547,0.543920437029,24.5697223561,2,170,"{'n_estimators': 170, 'base_estimator__max_depth': 2}",88,0.545630171854,24.535892044,0.542210613946,24.6035526683,0.0576014518738,0.00100159645081,0.00170977895306,0.0338303121593
8,7.18964004517,0.215356945992,0.544030452717,24.562517514,2,180,"{'n_estimators': 180, 'base_estimator__max_depth': 2}",85,0.545661514354,24.5325253548,0.542399306884,24.5925096731,0.030699968338,0.00236594676971,0.0016311037343,0.0299921591485
9,7.59902560711,0.223062038422,0.54491045367,24.5704765231,2,190,"{'n_estimators': 190, 'base_estimator__max_depth': 2}",55,0.546022556754,24.5277762669,0.543798293178,24.6131767792,0.0453435182571,0.00194597244263,0.00111213178739,0.0427002561659
