,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_features,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
11,16.0800694227,0.898009538651,0.405376488728,97.0444968648,3,120,"{'max_features': 3, 'n_estimators': 120}",75,0.472026309119,102.18467669,0.338726668337,91.9043170393,0.228617548943,0.0225694179535,0.0666498203911,5.14017982557
12,17.9502704144,0.965002059937,0.47456610495,99.5657318887,3,130,"{'max_features': 3, 'n_estimators': 130}",48,0.565700072811,100.235971779,0.38343213709,98.8954919982,0.373466491699,0.00672888755798,0.0911339678608,0.670239890437
13,19.0524950027,1.01667952538,0.501531280341,98.4768898738,3,140,"{'max_features': 3, 'n_estimators': 140}",38,0.587516263687,95.8945185102,0.415546296995,101.059261237,0.265168905258,0.00437045097351,0.0859849833461,2.58237136365
14,20.8875025511,1.07914352417,0.541524805442,98.1886155963,3,150,"{'max_features': 3, 'n_estimators': 150}",30,0.608791495006,93.5960088949,0.474258115878,102.781222298,0.385893464088,0.00318336486816,0.0672666895641,4.59260670145
15,22.270146966,1.15606594086,0.629990505261,96.0546659217,3,160,"{'max_features': 3, 'n_estimators': 160}",15,0.625093112596,90.5917616585,0.634887897926,101.517570185,0.182916998863,0.0164790153503,0.00489739266483,5.46290426323
16,24.2238445282,1.40779042244,0.304901295497,44.441768698,3,170,"{'max_features': 3, 'n_estimators': 170}",107,0.609802590994,88.883537396,0.0,0.0,0.387660503387,0.177906513214,0.304901295497,44.441768698
17,24.978707552,1.30363547802,0.317527665623,50.3193625839,3,180,"{'max_features': 3, 'n_estimators': 180}",98,0.635055331246,100.638725168,0.0,0.0,0.522504329681,0.0731714963913,0.317527665623,50.3193625839
18,27.2938904762,1.40085053444,0.312023944706,50.6240140838,3,190,"{'max_features': 3, 'n_estimators': 190}",102,0.624047889411,101.248028168,0.0,0.0,1.06156349182,0.0467846393585,0.312023944706,50.6240140838
19,29.5234915018,1.47473597527,0.315803319033,49.5656953774,3,200,"{'max_features': 3, 'n_estimators': 200}",99,0.631606638066,99.1313907549,0.0,0.0,0.303203463554,0.107358932495,0.315803319033,49.5656953774
20,31.1876115799,1.74619603157,0.319768783555,49.360283784,3,210,"{'max_features': 3, 'n_estimators': 210}",93,0.63953756711,98.7205675681,0.0,0.0,2.77461147308,0.3222219944,0.319768783555,49.360283784
21,31.8964575529,1.6232868433,0.317801747083,50.2990719752,3,220,"{'max_features': 3, 'n_estimators': 220}",97,0.635603494166,100.59814395,0.0,0.0,0.287304520607,0.122253060341,0.317801747083,50.2990719752
22,34.9200905561,1.57413196564,0.318845740465,51.5990122999,3,230,"{'max_features': 3, 'n_estimators': 230}",95,0.637691480929,103.1980246,0.0,0.0,2.018268466,0.027713060379,0.318845740465,51.5990122999
23,36.4079670906,1.67424547672,0.593780718891,102.418892804,3,240,"{'max_features': 3, 'n_estimators': 240}",25,0.645270276264,103.746034005,0.542291161518,101.091751602,1.79402709007,0.00804555416107,0.051489557373,1.32714120137
24,34.3430560827,1.74423193932,0.60252260831,100.097965904,3,250,"{'max_features': 3, 'n_estimators': 250}",21,0.648152929418,102.322799826,0.556892287202,97.8731319819,0.330644011497,0.00623202323914,0.0456303211081,2.22483392194
25,38.3391394615,1.81593751907,0.623766289559,100.836975374,3,260,"{'max_features': 3, 'n_estimators': 260}",17,0.686327799597,103.962783773,0.56120477952,97.7111669755,2.72950458527,0.0104684829712,0.0625615100383,3.12580839894
26,39.3885915279,1.85533106327,0.671097176777,100.62096905,3,270,"{'max_features': 3, 'n_estimators': 270}",1,0.692427119879,104.235620075,0.649767233675,97.0063180255,0.909400463104,0.0342429876328,0.021329943102,3.61465102464
27,40.9687855244,1.9379029274,0.641794085518,97.6315256083,3,280,"{'max_features': 3, 'n_estimators': 280}",6,0.677384274117,103.422670462,0.606203896919,91.8403807549,0.586389541626,0.0181970596313,0.035590188599,5.79114485341
28,40.9889070988,1.9758439064,0.647401748736,98.5852701137,3,290,"{'max_features': 3, 'n_estimators': 290}",5,0.678992284812,106.10439419,0.615811212661,91.066146037,1.8114759922,0.0275249481201,0.0315905360757,7.51912407668
29,46.1493210793,2.4753164053,0.657108260538,98.0628592265,3,300,"{'max_features': 3, 'n_estimators': 300}",4,0.664385987779,96.8088466796,0.649830533297,99.3168717734,1.40985202789,0.431980490685,0.00727772724095,1.25401254687
30,44.9375413656,2.10277497768,0.640782112858,93.8481960755,3,310,"{'max_features': 3, 'n_estimators': 310}",7,0.669743118568,99.6418512829,0.611821107148,88.054540868,0.74786055088,0.00380599498749,0.02896100571,5.79365520744
31,49.8084394932,2.16650390625,0.670495368837,97.0241555167,3,320,"{'max_features': 3, 'n_estimators': 320}",2,0.677254893773,96.8036045654,0.663735843902,97.244706468,0.34611749649,0.0248930454254,0.00675952493568,0.22055095131
32,45.3539484739,2.24221265316,0.657147837786,98.2816665119,3,330,"{'max_features': 3, 'n_estimators': 330}",3,0.654848289352,97.3860580962,0.65944738622,99.1772749276,0.176381468773,0.0165385007858,0.00229954843363,0.895608415704
33,46.7296789885,2.29650592804,0.637101119953,94.8332952668,3,340,"{'max_features': 3, 'n_estimators': 340}",9,0.65290539567,92.8039967928,0.621296844235,96.8625937407,1.4851089716,0.0130569934845,0.0158042757176,2.02929847393
34,52.2366980314,2.36279559135,0.63762804245,87.9189903834,3,350,"{'max_features': 3, 'n_estimators': 350}",8,0.648884794692,93.0887940825,0.626371290208,82.7491866843,0.177899003029,0.00196146965027,0.0112567522421,5.16980369909
35,50.4549154043,2.43104410172,0.630662206099,87.5028953282,3,360,"{'max_features': 3, 'n_estimators': 360}",12,0.645931599179,92.3389680162,0.615392813019,82.6668226403,0.13643348217,0.000427961349487,0.0152693930799,4.83607268795
36,51.8047850132,2.49386847019,0.630594860117,87.1758666204,3,370,"{'max_features': 3, 'n_estimators': 370}",13,0.645777008748,92.7393986481,0.615412711487,81.6123345927,1.05264401436,0.0145145654678,0.0151821486307,5.56353202767
37,55.8172529936,2.54756402969,0.633476542663,91.539985648,3,380,"{'max_features': 3, 'n_estimators': 380}",11,0.643539227778,98.5239546823,0.623413857548,84.5560166138,5.60233509541,0.0126600265503,0.0100626851148,6.98396903425
38,60.0215049982,2.61439847946,0.630284267974,95.1032028144,3,390,"{'max_features': 3, 'n_estimators': 390}",14,0.645824375311,96.9841701486,0.614744160637,93.2222354801,2.87815582752,0.00344061851501,0.0155401073368,1.88096733428
39,59.9876329899,2.96867752075,0.305823075375,65.1926470029,3,400,"{'max_features': 3, 'n_estimators': 400}",106,0.611646150751,90.5525948202,0.0,39.8326991857,4.25848197937,0.310803413391,0.305823075375,25.3599478172
40,58.0582435131,2.89669597149,0.149240721683,46.4458886722,3,410,"{'max_features': 3, 'n_estimators': 410}",125,0.298481443365,50.9754416372,0.0,41.9163357072,1.4785554409,0.143794894218,0.149240721683,4.52955296503
41,60.8905924559,3.05108857155,0.148114240549,46.135001422,3,420,"{'max_features': 3, 'n_estimators': 420}",126,0.296228481097,53.0075609264,0.0,39.2624419175,2.09223854542,0.294864416122,0.148114240549,6.87255950443
42,60.4012080431,3.39823186398,0.150990375328,43.8898419126,3,430,"{'max_features': 3, 'n_estimators': 430}",123,0.301980750657,57.9257601837,0.0,29.8539236414,0.977760910988,0.564072966576,0.150990375328,14.0359182711
43,62.6221870184,2.89939641953,0.0,37.5628250609,3,440,"{'max_features': 3, 'n_estimators': 440}",135,0.0,33.2651447435,0.0,41.8605053783,1.64160692692,0.00644540786743,0.0,4.29768031739
44,66.4651581049,2.97166395187,0.0,37.303362404,3,450,"{'max_features': 3, 'n_estimators': 450}",135,0.0,33.9979238444,0.0,40.6088009636,4.49008595943,0.0304710865021,0.0,3.30543855963
45,64.9538179636,3.08192741871,0.143340059098,54.8812950146,3,460,"{'max_features': 3, 'n_estimators': 460}",127,0.0,43.9252579788,0.286680118195,65.8373320504,0.0238000154495,0.048509478569,0.143340059098,10.9560370358
46,68.5527316332,3.62403190136,0.14024486049,23.1069991302,3,470,"{'max_features': 3, 'n_estimators': 470}",129,0.0,12.9151708964,0.28048972098,33.2988273641,3.7106205225,0.536649107933,0.14024486049,10.1918282339
47,70.4828929901,3.14845454693,0.280842823047,55.295188505,3,480,"{'max_features': 3, 'n_estimators': 480}",115,0.279479413586,66.1327231229,0.282206232509,44.4576538871,5.26833295822,0.00052535533905,0.00136340946166,10.8375346179
48,67.9969736338,3.25993442535,0.282082624038,29.067725619,3,490,"{'max_features': 3, 'n_estimators': 490}",113,0.279139797267,12.15154371,0.285025450809,45.9839075279,2.49805653095,0.0190584659576,0.00294282677122,16.916181909
49,71.9209569693,3.30546796322,0.281693913357,28.8380358985,3,500,"{'max_features': 3, 'n_estimators': 500}",114,0.280578835381,12.0335232057,0.282808991332,45.6425485912,2.72223103046,0.0527890920639,0.00111507797551,16.8045126927
50,2.62604403496,0.231894612312,0.0,0.0,4,10,"{'max_features': 4, 'n_estimators': 10}",135,0.0,0.0,0.0,0.0,0.0121760368347,0.0025554895401,0.0,0.0
51,5.24011003971,0.304970026016,0.0,0.0,4,20,"{'max_features': 4, 'n_estimators': 20}",135,0.0,0.0,0.0,0.0,0.197171092033,0.0224668979645,0.0,0.0
52,5.58759009838,0.26300406456,0.0,0.0,4,30,"{'max_features': 4, 'n_estimators': 30}",135,0.0,0.0,0.0,0.0,0.194464087486,0.00290989875793,0.0,0.0
53,8.00259006023,0.342389941216,0.0,0.0,4,40,"{'max_features': 4, 'n_estimators': 40}",135,0.0,0.0,0.0,0.0,0.362067103386,0.0178810358047,0.0,0.0
54,10.1480820179,0.412140607834,0.325828939017,51.2039068851,4,50,"{'max_features': 4, 'n_estimators': 50}",89,0.651657878035,102.40781377,0.0,0.0,1.11271309853,0.021374464035,0.325828939017,51.2039068851
55,11.9133380651,0.47574198246,0.335836184326,56.2281798193,4,60,"{'max_features': 4, 'n_estimators': 60}",85,0.671672368651,112.456359639,0.0,0.0,0.911687016487,0.029030919075,0.335836184326,56.2281798193
56,15.7224150896,0.543366909027,0.619190222622,90.9091361085,4,70,"{'max_features': 4, 'n_estimators': 70}",18,0.621239696788,100.715498142,0.617140748455,81.1027740748,0.0882860422134,0.0161600112915,0.00204947416684,9.80636203364
57,14.5012614727,0.577500104904,0.289373560827,41.2143659129,4,80,"{'max_features': 4, 'n_estimators': 80}",111,0.0,0.0,0.578747121654,82.4287318257,0.172419548035,0.0440940856934,0.289373560827,41.2143659129
58,16.197080493,0.672056913376,0.326360987689,47.3633681391,4,90,"{'max_features': 4, 'n_estimators': 90}",88,0.0,0.0,0.652721975377,94.7267362783,0.240352511406,0.023029088974,0.326360987689,47.3633681391
59,20.6812773943,0.777107000351,0.309920096381,46.7817712963,4,100,"{'max_features': 4, 'n_estimators': 100}",103,0.0,0.0,0.619840192763,93.5635425926,2.10918056965,0.0935759544373,0.309920096381,46.7817712963
60,19.9103610516,0.763970971107,0.312324510782,47.661018475,4,110,"{'max_features': 4, 'n_estimators': 110}",100,0.0,0.0,0.624649021564,95.32203695,0.0499339103699,0.0289579629898,0.312324510782,47.661018475
61,22.7677364349,0.836543083191,0.321445160503,42.7431845292,4,120,"{'max_features': 4, 'n_estimators': 120}",92,0.0,0.0,0.642890321006,85.4863690584,1.02756047249,0.0309898853302,0.321445160503,42.7431845292
62,24.0031529665,0.898245573044,0.330937797649,41.478856108,4,130,"{'max_features': 4, 'n_estimators': 130}",86,0.0,0.0,0.661875595298,82.957712216,1.35193192959,0.0330924987793,0.330937797649,41.478856108
63,25.623008132,0.962944984436,0.319569086726,46.9738017434,4,140,"{'max_features': 4, 'n_estimators': 140}",94,0.0,0.0,0.639138173453,93.9476034868,0.500517010689,0.0249569416046,0.319569086726,46.9738017434
64,28.7951606512,1.05453336239,0.474502074759,60.4312966546,4,150,"{'max_features': 4, 'n_estimators': 150}",49,0.278761306952,33.9688901119,0.670242842566,86.8937031973,2.61178553104,0.0147734880447,0.195740767807,26.4624065427
65,31.0449364185,1.11559557915,0.470925835564,63.4670543397,4,160,"{'max_features': 4, 'n_estimators': 160}",50,0.279470354981,32.2232978256,0.662381316146,94.7108108538,2.3464114666,0.000618457794189,0.191455480582,31.2437565141
66,33.9421950579,1.17368352413,0.48128988543,64.9223470787,4,170,"{'max_features': 4, 'n_estimators': 170}",44,0.282173878688,35.3915502843,0.680405892172,94.4531438731,2.67085397243,0.0419834852219,0.199116006742,29.5307967944
67,33.3802155256,1.24363148212,0.488290207221,66.996147386,4,180,"{'max_features': 4, 'n_estimators': 180}",41,0.289491135461,38.1511185471,0.687089278981,95.8411762248,1.44602048397,0.00829756259918,0.19879907176,28.8450288388
68,35.0821050406,1.49139750004,0.60994857856,92.8839637526,4,190,"{'max_features': 4, 'n_estimators': 190}",19,0.610982968554,93.2088826797,0.608914188566,92.5590448254,0.485473036766,0.174913525581,0.00103438999394,0.324918927134
69,39.4113570452,1.65701258183,0.48002260081,68.416283969,4,200,"{'max_features': 4, 'n_estimators': 200}",46,0.304715139074,48.1771251188,0.655330062546,88.6554428192,3.27126610279,0.285395503044,0.175307461736,20.2391588502
70,44.7331664562,1.63008952141,0.482628315019,72.5478917474,4,210,"{'max_features': 4, 'n_estimators': 210}",43,0.326254564457,53.8122914919,0.639002065581,91.2834920029,2.38138341904,0.210326433182,0.156373750562,18.7356002555
71,41.3279294968,1.75062656403,0.373080436027,76.6185041732,4,220,"{'max_features': 4, 'n_estimators': 220}",79,0.351596943306,65.7109002555,0.394563928748,87.5261080908,1.70260643959,0.261517524719,0.0214834927213,10.9076039177
72,42.8852075338,1.54313707352,0.32673109065,47.5736077996,4,230,"{'max_features': 4, 'n_estimators': 230}",87,0.0,0.0,0.6534621813,95.1472155992,1.12638652325,0.0553650856018,0.32673109065,47.5736077996
73,45.7481629848,1.76617395878,0.142272555187,28.769741964,4,240,"{'max_features': 4, 'n_estimators': 240}",128,0.0,0.0,0.284545110374,57.5394839279,1.94662094116,0.144151091576,0.142272555187,28.769741964
74,47.9378625154,1.66667711735,0.312254432074,47.6629756475,4,250,"{'max_features': 4, 'n_estimators': 250}",101,0.0,0.0,0.624508864148,95.325951295,1.6504393816,0.0302609205246,0.312254432074,47.6629756475
75,46.9471560717,1.7363615036,0.321804692384,46.601869398,4,260,"{'max_features': 4, 'n_estimators': 260}",91,0.0,0.0,0.643609384767,93.2037387959,0.407729029655,0.0478365421295,0.321804692384,46.601869398
76,51.8423349857,1.75128495693,0.0,16.2916834309,4,270,"{'max_features': 4, 'n_estimators': 270}",135,0.0,0.0,0.0,32.5833668618,1.69742202759,0.0126549005508,0.0,16.2916834309
77,53.9712045193,1.84150254726,0.317995410333,41.9639855265,4,280,"{'max_features': 4, 'n_estimators': 280}",96,0.0,0.0,0.635990820665,83.927971053,1.88134050369,0.0169545412064,0.317995410333,41.9639855265
78,53.2639216185,1.88142442703,0.0,17.3159902537,4,290,"{'max_features': 4, 'n_estimators': 290}",135,0.0,0.0,0.0,34.6319805074,0.361811518669,0.00687646865845,0.0,17.3159902537
79,58.2134369612,1.98920452595,0.138064215594,17.8066257499,4,300,"{'max_features': 4, 'n_estimators': 300}",131,0.0,0.0,0.276128431188,35.6132514999,4.29859602451,0.0283554792404,0.138064215594,17.8066257499
80,57.5331029892,2.12628090382,0.136732496506,34.7535282512,4,310,"{'max_features': 4, 'n_estimators': 310}",133,0.0,33.9940398265,0.273464993013,35.5130166758,1.33229994774,0.136711001396,0.136732496506,0.759488424691
81,59.4649344683,2.118516922,0.137686699599,38.0648359761,4,320,"{'max_features': 4, 'n_estimators': 320}",132,0.0,38.5116955516,0.275373399199,37.6179764006,0.122842669487,0.0048611164093,0.137686699599,0.446859575476
82,64.6045629978,2.15795993805,0.136531763238,36.0727725175,4,330,"{'max_features': 4, 'n_estimators': 330}",134,0.0,35.5089643217,0.273063526476,36.6365807133,0.956602096558,0.038871049881,0.136531763238,0.563808195755
83,64.0970865488,2.23518109322,0.138433315985,38.7221245044,4,340,"{'max_features': 4, 'n_estimators': 340}",130,0.0,37.0230992668,0.276866631971,40.4211497419,0.936628460884,0.0277030467987,0.138433315985,1.69902523758
84,63.4065535069,2.34292590618,0.464897154466,68.4071581432,4,350,"{'max_features': 4, 'n_estimators': 350}",52,0.631823831708,93.0318048372,0.297970477224,43.7825114491,0.319738388062,0.0308700799942,0.166926677242,24.6246466941
85,71.9645301104,2.59407842159,0.417808345651,66.6525559201,4,360,"{'max_features': 4, 'n_estimators': 360}",73,0.556619272222,91.1733030403,0.27899741908,42.1318087999,3.14114296436,0.094225525856,0.138810926571,24.5207471202
86,71.6154619455,2.44436359406,0.464700440761,70.5371467741,4,370,"{'max_features': 4, 'n_estimators': 370}",53,0.636512199929,94.9418251947,0.292888681593,46.1324683535,1.66971004009,0.0223574638367,0.171811759168,24.4046784206
87,72.462705493,2.49197757244,0.462637861628,83.6108506345,4,380,"{'max_features': 4, 'n_estimators': 380}",54,0.580687062186,89.543095885,0.34458866107,77.678605384,0.36702644825,0.00175964832306,0.118049200558,5.93224525054
88,80.197924614,3.07756590843,0.453726797611,69.9642881285,4,390,"{'max_features': 4, 'n_estimators': 390}",57,0.60389739028,92.0999090552,0.303556204941,47.8286672018,3.0166285038,0.513685941696,0.15017059267,22.1356209267
89,71.8483829498,2.63882052898,0.516892259641,87.8988782172,4,400,"{'max_features': 4, 'n_estimators': 400}",35,0.601164958577,89.4007715839,0.432619560705,86.3969848505,0.813879966736,0.00802648067474,0.0842726989361,1.50189336672
90,81.5364995003,3.19954752922,0.476634122439,76.8919304924,4,410,"{'max_features': 4, 'n_estimators': 410}",47,0.607097639161,94.4813935516,0.346170605716,59.3024674331,3.89381241798,0.456474304199,0.130463516723,17.5894630592
91,75.7627589703,2.7353785038,0.507949044916,89.9178900692,4,420,"{'max_features': 4, 'n_estimators': 420}",36,0.608514187456,93.7884419656,0.407383902376,86.0473381729,1.889097929,0.000796556472778,0.10056514254,3.87055189632
92,82.7846055031,2.80772662163,0.364373032213,59.1139961108,4,430,"{'max_features': 4, 'n_estimators': 430}",81,0.273546891793,36.3705446705,0.455199172633,81.8574475512,5.60764145851,0.0574893951416,0.0908261404202,22.7434514404
93,82.4622853994,2.88738012314,0.377209637147,62.6714625017,4,440,"{'max_features': 4, 'n_estimators': 440}",78,0.273232128783,36.8223007437,0.48118714551,88.5206242597,0.489122509956,0.00947594642639,0.103977508364,25.849161758
94,90.3678034544,3.14241313934,0.361088498302,62.6657201564,4,450,"{'max_features': 4, 'n_estimators': 450}",82,0.274471991529,38.0198666181,0.447705005074,87.3115736947,2.42358148098,0.0389969348907,0.0866165067728,24.6458535383
95,85.7797230482,3.07138252258,0.430631012694,60.982611787,4,460,"{'max_features': 4, 'n_estimators': 460}",69,0.275779672308,39.0195432694,0.58548235308,82.9456803047,3.15447795391,0.111797332764,0.154851340386,21.9630685177
96,88.6783094406,3.11177504063,0.405225349517,65.4217253914,4,470,"{'max_features': 4, 'n_estimators': 470}",76,0.282801621604,41.281385473,0.527649077429,89.5620653098,1.75885152817,0.0454169511795,0.122423727913,24.1403399184
97,90.4626779556,3.61607253551,0.431407174047,63.0640137921,4,480,"{'max_features': 4, 'n_estimators': 480}",68,0.283625292222,41.9871115005,0.579189055871,84.1409160838,2.93085193634,0.443231463432,0.147781881824,21.0769022917
98,93.1167119741,3.23283958435,0.434805500179,64.6075620077,4,490,"{'max_features': 4, 'n_estimators': 490}",67,0.285252050565,42.8822796643,0.584358949793,86.332844351,0.078430056572,0.0776965618134,0.149553449614,21.7252823433
99,91.2321249247,3.22884964943,0.405128672474,62.3674492763,4,500,"{'max_features': 4, 'n_estimators': 500}",77,0.285755615262,42.1593840039,0.524501729687,82.5755145487,0.0178500413895,0.0382235050201,0.119373057212,20.2080652724
100,2.36700499058,0.226150870323,0.339212856253,65.9996269901,5,10,"{'max_features': 5, 'n_estimators': 10}",84,0.678425712505,106.152361373,0.0,25.8468926068,0.115635991096,0.0847829580307,0.339212856253,40.1527343833
101,4.50485301018,0.21822142601,0.166273306152,29.7409948555,5,20,"{'max_features': 5, 'n_estimators': 20}",120,0.0,0.0,0.332546612303,59.481989711,0.014946937561,0.0186195373535,0.166273306152,29.7409948555
102,7.12203752995,0.30694258213,0.42223521975,48.2117061606,5,30,"{'max_features': 5, 'n_estimators': 30}",72,0.55476854873,96.4234123213,0.28970189077,0.0,0.486715435982,0.00200951099396,0.13253332898,48.2117061606
103,9.07506752014,0.322592496872,0.0,11.6509101897,5,40,"{'max_features': 5, 'n_estimators': 40}",135,0.0,0.0,0.0,23.3018203794,0.312957525253,0.0008225440979,0.0,11.6509101897
104,11.4242910147,0.3906904459,0.0,0.0,5,50,"{'max_features': 5, 'n_estimators': 50}",135,0.0,0.0,0.0,0.0,0.325641989708,0.0100654363632,0.0,0.0
105,15.2660803795,0.44620347023,0.0,10.7728984396,5,60,"{'max_features': 5, 'n_estimators': 60}",135,0.0,0.0,0.0,21.5457968792,0.49604845047,0.000929594039917,0.0,10.7728984396
106,16.559736371,0.585447072983,0.592086881708,92.9055025876,5,70,"{'max_features': 5, 'n_estimators': 70}",26,0.551198186454,94.6697444832,0.632975576962,91.1412606919,0.546789526939,0.0248999595642,0.0408886952543,1.76424189563
107,18.9261170626,0.727448344231,0.629979032643,92.6537704502,5,80,"{'max_features': 5, 'n_estimators': 80}",16,0.64844118041,93.9991211337,0.611516884876,91.3084197668,1.12220609188,0.116901516914,0.0184621477668,1.34535068345
108,21.5299175978,0.706518411636,0.0,0.0,5,90,"{'max_features': 5, 'n_estimators': 90}",135,0.0,0.0,0.0,0.0,0.438681483269,0.0803694725037,0.0,0.0
109,25.3887649775,0.743800520897,0.530759034783,75.2690628588,5,100,"{'max_features': 5, 'n_estimators': 100}",34,0.60671152758,86.8823574843,0.454806541985,63.6557682333,0.842851042747,0.00371754169464,0.0759524927976,11.6132946255
110,25.8213760853,0.994980931282,0.447038394487,85.2145162713,5,110,"{'max_features': 5, 'n_estimators': 110}",62,0.35769121685,81.6853413546,0.536385572123,88.743691188,1.05705690384,0.189900994301,0.0893471776366,3.52917491671
111,27.4903714657,0.856467485428,0.48099483639,84.3596323097,5,120,"{'max_features': 5, 'n_estimators': 120}",45,0.623322764913,87.9481286176,0.338666907867,80.7711360018,0.838015556335,0.00307154655457,0.142327928523,3.5884963079
112,31.7835309505,0.986729979515,0.253170695749,47.991310535,5,130,"{'max_features': 5, 'n_estimators': 130}",117,0.506341391498,95.9826210699,0.0,0.0,1.40327692032,0.101815104485,0.253170695749,47.991310535
113,35.5352574587,1.23207700253,0.406540962538,77.9423703771,5,140,"{'max_features': 5, 'n_estimators': 140}",74,0.523249704031,96.5645028101,0.289832221045,59.3202379442,2.23636257648,0.140028834343,0.116708741493,18.622132433
114,36.2586079836,1.26526606083,0.541469922946,93.487007105,5,150,"{'max_features': 5, 'n_estimators': 150}",31,0.540790599256,93.2285516412,0.542149246636,93.7454625687,0.337736010551,0.209968924522,0.000679323690427,0.258455463743
115,38.7409756184,1.16773939133,0.285559275682,46.9358643953,5,160,"{'max_features': 5, 'n_estimators': 160}",112,0.571118551363,93.8717287907,0.0,0.0,0.158402442932,0.0788805484772,0.285559275682,46.9358643953
116,42.9804848433,1.12626850605,0.225625650848,47.2540933024,5,170,"{'max_features': 5, 'n_estimators': 170}",119,0.451251301695,94.5081866048,0.0,0.0,0.806476950645,0.00731551647186,0.225625650848,47.2540933024
117,40.743062973,1.4246366024,0.244452073086,48.0598169896,5,180,"{'max_features': 5, 'n_estimators': 180}",118,0.488904146172,96.1196339792,0.0,0.0,0.626697063446,0.199291467667,0.244452073086,48.0598169896
118,45.1726568937,1.25857758522,0.269331708098,48.5419350857,5,190,"{'max_features': 5, 'n_estimators': 190}",116,0.538663416196,97.0838701714,0.0,0.0,2.6566940546,0.0253205299377,0.269331708098,48.5419350857
119,51.0328894854,1.49224305153,0.571709928899,90.142517576,5,200,"{'max_features': 5, 'n_estimators': 200}",29,0.548506877036,93.6719431419,0.594912980762,86.61309201,3.2798384428,0.157933950424,0.0232030518633,3.52942556596
120,50.8245475292,1.41522741318,0.584932342532,90.082758971,5,210,"{'max_features': 5, 'n_estimators': 210}",27,0.570288738459,92.8571407674,0.599575946605,87.3083771746,0.234678506851,0.0015754699707,0.0146436040728,2.77438179643
121,52.4549975395,1.48354148865,0.299030849709,47.4894156739,5,220,"{'max_features': 5, 'n_estimators': 220}",108,0.598061699419,94.9788313478,0.0,0.0,1.20269942284,0.0656485557556,0.299030849709,47.4894156739
122,57.1588674784,1.50455904007,0.30584516045,59.382027788,5,230,"{'max_features': 5, 'n_estimators': 230}",104,0.611690320899,91.6194332458,0.0,27.1446223303,1.33169257641,0.0171461105347,0.30584516045,32.2374054578
123,54.2932775021,1.63026058674,0.294205684685,56.1479279743,5,240,"{'max_features': 5, 'n_estimators': 240}",110,0.58841136937,85.0074224876,0.0,27.2884334611,0.319084644318,0.0182195901871,0.294205684685,28.8594945132
